index	query
000163	"name":"Cospri's Malice","type":"Jewelled Foil","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":14}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000164	"name":"Brightbeak","type":"War Hammer","stats":[{"type":"and","filters":[{"id":"explicit.stat_3372524247","value":{"min":30}},{"id":"explicit.stat_1671376347","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000165	"name":"Mj\u00f6lner","type":"Gavel","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":118}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000166	"name":"Nebuloch","type":"Nightmare Mace","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":86}},{"id":"explicit.stat_273476097","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000167	"name":"Brutus' Lead Sprinkler","type":"Ritual Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":20}},{"id":"explicit.stat_2375316951","value":{"min":40}},{"id":"explicit.stat_1940865751","value":{"min":21}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000168	"name":"Cerberus Limb","type":"Blood Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":20}},{"id":"explicit.stat_2974417149","value":{"min":98}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000169	"name":"Death's Hand","type":"Karui Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":48}},{"id":"explicit.stat_1940865751","value":{"min":85}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000170	"name":"Balefire","type":"Opal Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":20}},{"id":"explicit.stat_2023107756","value":{"min":3}},{"id":"explicit.stat_1030153674","value":{"min":3}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000171	"name":"Doon Cuebiyari","type":"Vaal Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":18}},{"id":"explicit.stat_4080418644","value":{"min":70}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000172	"name":"Doryani's Catalyst","type":"Vaal Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":10}},{"id":"explicit.stat_3141070085","value":{"min":95}},{"id":"explicit.stat_587431675","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000173	"name":"Breath of the Council","type":"Carnal Sceptre","stats":[{"type":"and","filters":[{"id":"explicit.stat_736967255","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000174	"name":"Quill Rain","type":"Short Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_3759663284","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000175	"name":"Storm Cloud","type":"Long Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000176	"name":"Doomfletch","type":"Royal Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":14}},{"id":"explicit.stat_1940865751","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000177	"name":"Death's Opus","type":"Death Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":125}},{"id":"explicit.stat_1940865751","value":{"min":27}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000178	"name":"Hopeshredder","type":"Ranger Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":25}},{"id":"explicit.stat_1037193709","value":{"min":220}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000179	"name":"Chin Sol","type":"Assassin Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":14}},{"id":"explicit.stat_1509134228","value":{"min":260}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000180	"name":"Darkscorn","type":"Assassin Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":148}},{"id":"explicit.stat_1940865751","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000181	"name":"Arborix","type":"Assassin Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":188}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000182	"name":"Voltaxic Rift","type":"Spine Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":15}},{"id":"explicit.stat_3336890334","value":{"min":162}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000183	"name":"Lioneye's Glare","type":"Imperial Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":20}},{"id":"explicit.stat_1940865751","value":{"min":21}},{"id":"explicit.stat_1509134228","value":{"min":173}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000184	"name":"Lioneye's Glare","type":"Imperial Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":20}},{"id":"explicit.stat_1940865751","value":{"min":20}},{"id":"explicit.stat_1509134228","value":{"min":170}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000185	"name":"Windripper","type":"Imperial Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":15}},{"id":"explicit.stat_2375316951","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000186	"name":"Slivertongue","type":"Harbinger Bow","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":193}},{"id":"explicit.stat_4169623196","value":{"min":198}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000187	"name":"The Whispering Ice","type":"Vile Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_656461285","value":{"min":18}},{"id":"explicit.stat_2891184298","value":{"min":12}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000188	"name":"Tremor Rod","type":"Military Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000189	"name":"The Searing Touch","type":"Lathi","stats":[{"type":"and","filters":[{"id":"explicit.stat_3962278098","disabled":true,"value":{"min":90}},{"id":"explicit.stat_3382807662","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000190	"name":"Cane of Unravelling","type":"Ezomyte Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_736967255","value":{"min":30}},{"id":"explicit.stat_4055307827","value":{"min":55}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000191	"name":"Duskdawn","type":"Maelstr\u00f6m Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_3495544060","value":{"min":20}},{"id":"explicit.stat_737908626","value":{"min":70}},{"id":"explicit.stat_1550015622","value":{"min":135}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000192	"name":"Pledge of Hands","type":"Judgement Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":155}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000193	"name":"Hegemony's Era","type":"Judgement Staff","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":16}},{"id":"explicit.stat_2375316951","value":{"min":20}},{"id":"explicit.stat_1940865751","value":{"min":156.25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000194	"name":"Ngamahu's Flame","type":"Abyssal Axe","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":12}},{"id":"explicit.stat_1509134228","value":{"min":190}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000195	"name":"Atziri's Disfavour","type":"Vaal Axe","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":16}},{"id":"explicit.stat_1940865751","value":{"min":242.5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000196	"name":"Queen's Decree","type":"Ornate Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_1589917703","value":{"min":40}},{"id":"explicit.stat_770672621","value":{"min":40}},{"id":"explicit.stat_1331384105","value":{"min":190}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000197	"name":"Terminus Est","type":"Tiger Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":75}},{"id":"explicit.stat_1509134228","value":{"min":218}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000198	"name":"The Dancing Dervish","type":"Reaver Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":30}},{"id":"explicit.stat_1509134228","value":{"min":160}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000199	"name":"Kondo's Pride","type":"Ezomyte Blade","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":250}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000200	"name":"Oro's Sacrifice","type":"Infernal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":15}},{"id":"explicit.stat_709508406","value":{"min":535}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000201	"name":"Starforge","type":"Infernal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":8}},{"id":"explicit.stat_1509134228","value":{"min":295}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000202	"name":"Voidforge","type":"Infernal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":8}},{"id":"explicit.stat_1509134228","value":{"min":58}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000204	"name":"Tidebreaker","type":"Imperial Maul","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":225}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000205	"name":"Marohi Erqi","type":"Karui Maul","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":35}},{"id":"explicit.stat_1509134228","value":{"min":230}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000206	"name":"Cane of Kulemak","type":"Serpentine Staff","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_1509134228"},{"id":"explicit.stat_210067635"},{"id":"explicit.stat_2375316951"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000207	"name":"Yaomac's Accord","type":"Vaal Sceptre","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_2257141320","value":{"min":120}},{"id":"explicit.stat_1980613100","value":{"min":-8,"max":-8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000208	"name":"Kitava's Feast","type":"Void Axe","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_1811422871"},{"id":"explicit.stat_1509134228","value":{"min":235}},{"id":"explicit.stat_55876295"},{"id":"explicit.stat_669069897"},{"id":"explicit.stat_2023107756"},{"id":"explicit.stat_2970902024"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000209	"name":"Shade of Solaris","type":"Sage Wand","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3495544060","value":{"min":20}},{"id":"explicit.stat_3245481061"},{"id":"explicit.stat_467806158"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000210	"name":"The Grey Spire","type":"Judgement Staff","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"implicit.stat_2120297997"},{"id":"explicit.stat_819529588","value":{"min":290}},{"id":"explicit.stat_210067635","value":{"min":28}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
